time,lag04,lag03,lag02,lag01,lag00
955, 8.142857, 10.6, 10.52, 2, 10.63158
956, 10.6, 10.52, 2, 10.63158, 7.4
957, 10.52, 2, 10.63158, 7.4, 8.172414
958, 2, 10.63158, 7.4, 8.172414, 8.842105
959, 10.63158, 7.4, 8.172414, 8.842105, 10.9375
960, 7.4, 8.172414, 8.842105, 10.9375, 4.071429
961, 8.172414, 8.842105, 10.9375, 4.071429, 10.96875
962, 8.842105, 10.9375, 4.071429, 10.96875, 8.666667
963, 10.9375, 4.071429, 10.96875, 8.666667, 3.125
964, 4.071429, 10.96875, 8.666667, 3.125, 7.2
965, 10.96875, 8.666667, 3.125, 7.2, 4.133333
966, 8.666667, 3.125, 7.2, 4.133333, 7.75
967, 3.125, 7.2, 4.133333, 7.75, 9.772727
968, 7.2, 4.133333, 7.75, 9.772727, 1.5
969, 4.133333, 7.75, 9.772727, 1.5, 1
970, 7.75, 9.772727, 1.5, 1, 1.75
971, 9.772727, 1.5, 1, 1.75, 4.916667
972, 1.5, 1, 1.75, 4.916667, 0.6
973, 1, 1.75, 4.916667, 0.6, 2.263158
974, 1.75, 4.916667, 0.6, 2.263158, 26.42857
975, 4.916667, 0.6, 2.263158, 26.42857, 5.533333
976, 0.6, 2.263158, 26.42857, 5.533333, 0.9375
977, 2.263158, 26.42857, 5.533333, 0.9375, 14.4
978, 26.42857, 5.533333, 0.9375, 14.4, 13.5
979, 5.533333, 0.9375, 14.4, 13.5, 15.25
980, 0.9375, 14.4, 13.5, 15.25, 23.22727
981, 14.4, 13.5, 15.25, 23.22727, 2.6
982, 13.5, 15.25, 23.22727, 2.6, 25.84211
983, 15.25, 23.22727, 2.6, 25.84211, 6.6
984, 23.22727, 2.6, 25.84211, 6.6, 12.1
985, 2.6, 25.84211, 6.6, 12.1, 40.08
986, 25.84211, 6.6, 12.1, 40.08, 61.125
987, 6.6, 12.1, 40.08, 61.125, 44.5
988, 12.1, 40.08, 61.125, 44.5, 77.2
989, 40.08, 61.125, 44.5, 77.2, 8.68
990, 61.125, 44.5, 77.2, 8.68, 10.4
991, 44.5, 77.2, 8.68, 10.4, 2.391304
992, 77.2, 8.68, 10.4, 2.391304, 6.722222
993, 8.68, 10.4, 2.391304, 6.722222, 15.25
994, 10.4, 2.391304, 6.722222, 15.25, 5.944444
995, 2.391304, 6.722222, 15.25, 5.944444, 14.52632
996, 6.722222, 15.25, 5.944444, 14.52632, 23.1
997, 15.25, 5.944444, 14.52632, 23.1, 15.125
998, 5.944444, 14.52632, 23.1, 15.125, 23.73913
999, 14.52632, 23.1, 15.125, 23.73913, 6.5
1000, 23.1, 15.125, 23.73913, 6.5, 12.84211
1001, 15.125, 23.73913, 6.5, 12.84211, 3.7
1002, 23.73913, 6.5, 12.84211, 3.7, 5.222222
1003, 6.5, 12.84211, 3.7, 5.222222, 7.4
1004, 12.84211, 3.7, 5.222222, 7.4, 15
1005, 3.7, 5.222222, 7.4, 15, 15.66667
1006, 5.222222, 7.4, 15, 15.66667, 7.2
1007, 7.4, 15, 15.66667, 7.2, 6.791667
1008, 15, 15.66667, 7.2, 6.791667, 0.2
1009, 15.66667, 7.2, 6.791667, 0.2, 5.565217
1010, 7.2, 6.791667, 0.2, 5.565217, 1.611111
1011, 6.791667, 0.2, 5.565217, 1.611111, 12
1012, 0.2, 5.565217, 1.611111, 12, 6.166667
1013, 5.565217, 1.611111, 12, 6.166667, 4.611111
1014, 1.611111, 12, 6.166667, 4.611111, 10.36667
1015, 12, 6.166667, 4.611111, 10.36667, 6.96875
1016, 6.166667, 4.611111, 10.36667, 6.96875, 13.52174
1017, 4.611111, 10.36667, 6.96875, 13.52174, 14
1018, 10.36667, 6.96875, 13.52174, 14, 6.052632
1019, 6.96875, 13.52174, 14, 6.052632, 5.5
1020, 13.52174, 14, 6.052632, 5.5, 9.888889
1021, 14, 6.052632, 5.5, 9.888889, 12
1022, 6.052632, 5.5, 9.888889, 12, 6.111111
1023, 5.5, 9.888889, 12, 6.111111, 7.904762
1024, 9.888889, 12, 6.111111, 7.904762, 0
